id	structure	dispo_id	season	season_year	dispo_type	site_code	lon	lat	local	campaign_start	campaign-end	campaign_duration	trap_night	trap_cat
585	AVE2M	1077-CA-RF04-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	335426	7656330	Route Forestière de la Scierie MAK	11/07/2016	09/09/2016	60	28,5	0
586	AVE2M	1078-CA-RF05-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	334780	7656472	Route Forestière de la Scierie MAK	11/07/2016	09/09/2016	60	31	0
587	AVE2M	1079-CA-RF06-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	335025	7656594	Route Forestière de la Scierie MAK	11/07/2016	08/09/2016	59	28	0
588	AVE2M	1080-CA-RF07-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	335398	7657020	Route Forestière de la Scierie MAK	11/07/2016	08/09/2016	59	27	0
589	AVE2M	1081-CA-RF08-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	335155	7657343	Route Forestière de la Scierie MAK	11/07/2016	08/09/2016	59	29,5	0
590	AVE2M	1082-CA-RF09-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	335045	7657607	Route Forestière de la Scierie MAK	11/07/2016	08/09/2016	59	30,5	0
591	AVE2M	1083-CA-RF10-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	334753	7657729	Route Forestière de la Scierie MAK	11/07/2016	08/09/2016	59	27,5	0
592	AVE2M	1084-CFTM01-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337076,627	7656572,38	Sentier Petit Mapou MAK	11/07/2016	20/07/2016	9	3	1
593	AVE2M	1085-CFTM02-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337075,503	7656801,33	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	5	0
594	AVE2M	1086-CFTM03-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336924,054	7656963,47	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	3,5	0
595	AVE2M	1087-CFTM04-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336962,957	7657061,62	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4,5	0
596	AVE2M	1088-CFTM05-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336855,422	7657193,19	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4	0
597	AVE2M	1089-CFTM06-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336717,865	7657346,61	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4,5	0
598	AVE2M	1090-CFTM07-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336638,904	7657381,92	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4,5	0
599	AVE2M	1091-CFTM08-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336579,778	7657479,98	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4,5	0
600	AVE2M	1092-CFTM09-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336428,984	7657616,88	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4	0
601	AVE2M	1093-CFTM10-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336385,343	7657723,95	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	3,5	1
602	AVE2M	1094-CFTM11-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336347,689	7657792,78	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4,5	0
603	AVE2M	1095-CFTM12-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336322,7	7657862,06	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4,5	0
604	AVE2M	1096-CFTM13-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336221,32	7657927,15	Sentier Petit Mapou MAK	11/07/2016	21/07/2016	10	4,5	0
605	AVE2M	1097-CBEL01-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	348250	7656062	Belvedère Bois Court GBA	12/07/2016	16/08/2016	35	20	0
606	AVE2M	1098-CA-01RM-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	342043	7663159	Roche Merveilleuse CIL	18/07/2016	16/08/2016	29	29	0
607	AVE2M	1099-CA-02KER-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341541	7663131	Plateau des Chênes CIL	18/07/2016	16/08/2016	29	29	0
608	AVE2M	1100-CA-1ARMOPUT-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341690	7662862	Plateau des Chênes CIL	18/07/2016	29/07/2016	11	9,5	1
609	AVE2M	1101-CA-BB01-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341095,52	7663300,49	Sentier Bassin Bleu CIL	18/07/2016	16/08/2016	29	29	0
610	AVE2M	1102-CA-BB02-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	340888,03	7663089,36	Sentier Bassin Bleu CIL	18/07/2016	16/08/2016	29	29	0
611	AVE2M	1103-CA-GMSTC-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	342302,791	7663289,93	Roche Merveilleuse CIL	18/07/2016	09/09/2016	53	52,5	0
612	AVE2M	1104-CA-PF01-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341769	7663307	Plateau des Chênes CIL	18/07/2016	08/09/2016	52	50,5	0
613	AVE2M	1105-CA-PFPC01-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341341,59	7663194,69	Plateau des Chênes CIL	18/07/2016	16/08/2016	29	22,5	1
614	AVE2M	1106-CA-CAN01-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343711	7652783	Sentier des Trophées Mondiaux DIM	18/07/2016	08/09/2016	52	37	2
615	AVE2M	1107-CA-CAN02-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343753	7653177	Sentier des Trophées Mondiaux DIM	18/07/2016	08/09/2016	52	37	0
616	AVE2M	1108-CA-CAN03HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343662	7653716	Sentier des Trophées Mondiaux DIM	18/07/2016	08/09/2016	52	32,5	1
617	AVE2M	1109-CA-CAN04HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343938	7653515	Sentier des Trophées Mondiaux DIM	18/07/2016	29/08/2016	42	27	0
618	AVE2M	1110-CA-LED01-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	344083	7653187	Sentier le Doyen DIM	18/07/2016	25/07/2016	7	4	0
619	AVE2M	1111-CA-LED02-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	344106	7652961	Sentier le Doyen DIM	18/07/2016	25/07/2016	7	4	0
620	AVE2M	1112-CA-LED03-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	344066	7652652	Sentier le Doyen DIM	18/07/2016	25/07/2016	7	4	0
621	AVE2M	1113-CA-1BLOC-2016-2017-HIVER	HIVER	2016-2017	CAGE	PDN	342282	7663536	Le Bloc PDN	18/07/2016	09/09/2016	53	48,5	0
622	AVE2M	1114-CA-SP01-2016-2017-HIVER	HIVER	2016-2017	CAGE	PDN	342420	7663499	Le Bloc PDN	18/07/2016	09/09/2016	53	30,5	0
623	AVE2M	1115-CPTC10BIS-2016-2017-HIVER	HIVER	2016-2017	CAGE	AZO	350620,551	7659761,48	Route Paturage Plaine des Cafres AZO	19/07/2016	28/07/2016	9	8	0
624	AVE2M	1116-CA-PCR02-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341422	7663383	Plateau des Chênes CIL	20/07/2016	16/08/2016	27	12,5	1
625	AVE2M	1121-CA-CTM10-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	336879,698	7656881,21	Camp 2000 MAK	20/07/2016	09/09/2016	51	24,5	2
626	AVE2M	1122-CA-CTM11-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337077	7656572	Camp 2000 MAK	20/07/2016	09/09/2016	51	26	0
627	AVE2M	1123-CA-BP02HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337367	7655564	Bras Patates MAK	21/07/2016	09/09/2016	50	27,5	0
628	AVE2M	1124-CA-BP03HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337568	7656070	Bras Patates MAK	21/07/2016	09/09/2016	50	43,5	1
629	AVE2M	1125-CA-PC03HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337890	7655551	Sentier Piton Cabris MAK	21/07/2016	08/09/2016	49	24	1
630	AVE2M	1126-CA-PC04HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337838	7654995	Sentier Piton Cabris MAK	21/07/2016	08/09/2016	49	26,5	0
631	AVE2M	1127-CA-PC05HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337389	7654776	Sentier Piton Cabris MAK	21/07/2016	08/09/2016	49	27,5	0
632	AVE2M	1128-CA-PCBP01-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337758	7656424	Sentier Piton Cabris MAK	21/07/2016	09/09/2016	50	27	3
633	AVE2M	1129-CA-GB1-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	347811,959	7658371,05	Sentier Bras de St Suzanne GBA	22/07/2016	28/07/2016	6	6	0
634	AVE2M	1130-CA-GB2-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	347858,117	7658646,59	Sentier Bras de St Suzanne GBA	22/07/2016	28/07/2016	6	6	0
635	AVE2M	1131-CA-GB3-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	347908,402	7658894,41	Sentier Bras de St Suzanne GBA	22/07/2016	28/07/2016	6	5	0
636	AVE2M	1132-CA-GB4-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	347974,416	7659050,18	Sentier Bras de St Suzanne GBA	22/07/2016	28/07/2016	6	5	0
637	AVE2M	1133-CA-BP01HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337402	7655051	Bras Patates MAK	22/07/2016	09/09/2016	49	26	1
638	AVE2M	1134-CA-PC01HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337446	7656509	Sentier Piton Cabris MAK	22/07/2016	09/09/2016	49	20	1
639	AVE2M	1135-CA-PC02HIVER-2016-2017-HIVER	HIVER	2016-2017	CAGE	MAK	337784	7656044	Sentier Piton Cabris MAK	22/07/2016	08/09/2016	48	23,5	1
640	AVE2M	1136-CA-TRM04-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343946	7654171	Sentier des Trophées Mondiaux DIM	07/11/2016	22/12/2016	45	26,5	0
641	AVE2M	1136-CA-TRM04-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343946	7654171	Sentier des Trophées Mondiaux DIM	25/07/2016	09/09/2016	46	30	1
642	AVE2M	1137-CA-GB5-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	347967,762	7659308,32	Sentier Bras de St Suzanne GBA	25/07/2016	28/07/2016	3	3	0
643	AVE2M	1138-CA-TRM02-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343967	7653930	Sentier des Trophées Mondiaux DIM	07/11/2016	22/12/2016	45	22,5	0
644	AVE2M	1138-CA-TRM02-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343967	7653930	Sentier des Trophées Mondiaux DIM	26/07/2016	09/09/2016	45	29	0
645	AVE2M	1139-CA-TRM03-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343899	7654209	Sentier des Trophées Mondiaux DIM	07/11/2016	22/12/2016	45	15,5	1
646	AVE2M	1139-CA-TRM03-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343899	7654209	Sentier des Trophées Mondiaux DIM	26/07/2016	09/09/2016	45	29	0
647	AVE2M	1140-CA-TRM05-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343824	7654522	Sentier des Trophées Mondiaux DIM	07/11/2016	22/12/2016	45	26	0
648	AVE2M	1140-CA-TRM05-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343824	7654522	Sentier des Trophées Mondiaux DIM	26/07/2016	09/09/2016	45	26	0
649	AVE2M	1141-CA-BEF01-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343539	7654431	Sentier Boeuf-la Chapelle DIM	02/11/2016	22/12/2016	50	24,5	0
650	AVE2M	1141-CA-BEF01-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343539	7654431	Sentier Boeuf-la Chapelle DIM	27/07/2016	09/09/2016	44	28,5	0
651	AVE2M	1142-CA-BEF02-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343488	7654539	Sentier Boeuf-la Chapelle DIM	03/11/2016	22/12/2016	49	33	0
652	AVE2M	1142-CA-BEF02-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343488	7654539	Sentier Boeuf-la Chapelle DIM	27/07/2016	09/09/2016	44	28,5	1
653	AVE2M	1143-CA-BEF03-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343484	7654595	Sentier Boeuf-la Chapelle DIM	02/11/2016	22/12/2016	50	35,5	0
654	AVE2M	1143-CA-BEF03-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343484	7654595	Sentier Boeuf-la Chapelle DIM	27/07/2016	09/09/2016	44	27,5	0
655	AVE2M	1144-CA-BEF04-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343507	7654877	Sentier Boeuf-la Chapelle DIM	02/11/2016	22/12/2016	50	26,5	0
656	AVE2M	1144-CA-BEF04-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343507	7654877	Sentier Boeuf-la Chapelle DIM	27/07/2016	09/09/2016	44	28,5	0
657	AVE2M	1145-CA-BEF05-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343660	7655007	Sentier Boeuf-la Chapelle DIM	02/11/2016	22/12/2016	50	26,5	0
658	AVE2M	1145-CA-BEF05-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343660	7655007	Sentier Boeuf-la Chapelle DIM	27/07/2016	09/09/2016	44	28	1
659	AVE2M	1146-CA-TRM06-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343776	7654707	Sentier des Trophées Mondiaux DIM	07/11/2016	22/12/2016	45	24	1
660	AVE2M	1146-CA-TRM06-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343776	7654707	Sentier des Trophées Mondiaux DIM	27/07/2016	09/09/2016	44	28	1
661	AVE2M	1147-CA-TRM07-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343745	7654812	Sentier des Trophées Mondiaux DIM	07/11/2016	22/12/2016	45	16	0
662	AVE2M	1147-CA-TRM07-2016-2017-HIVER	HIVER	2016-2017	CAGE	DIM	343745	7654812	Sentier des Trophées Mondiaux DIM	27/07/2016	09/09/2016	44	29	3
663	AVE2M	1148-CBEL03-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	347997	7656072	Belvedère Bois Court GBA	27/07/2016	16/08/2016	20	10	0
664	AVE2M	1149-CA-RPC01-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341652	7663464	Roche Merveilleuse CIL	01/08/2016	16/08/2016	15	14,5	1
665	AVE2M	1150-CA-MBC10-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	348664	7660852	Sentier Mare à Boue CMA	01/08/2016	09/09/2016	39	23,5	0
666	AVE2M	1151-CA-MBC11-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	348492	7661122	Sentier Mare à Boue CMA	01/08/2016	09/09/2016	39	26	0
667	AVE2M	1152-CA-MBC5-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	349720	7660211	Sentier Mare à Boue CMA	01/08/2016	09/09/2016	39	29	0
668	AVE2M	1153-CA-MBC6-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	349459	7660207	Sentier Mare à Boue CMA	01/08/2016	09/09/2016	39	32,5	0
669	AVE2M	1154-CA-MBC7-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	349200	7660339	Sentier Mare à Boue CMA	01/08/2016	29/08/2016	28	9,5	0
670	AVE2M	1155-CA-MBC8-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	348986	7660433	Sentier Mare à Boue CMA	01/08/2016	09/09/2016	39	29	0
671	AVE2M	1156-CA-MBC9-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	348778	7660590	Sentier Mare à Boue CMA	01/08/2016	09/09/2016	39	29,5	0
672	AVE2M	1160-CA-MBC12-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	348429	7661450	Sentier Mare à Boue CMA	16/08/2016	09/09/2016	24	19,5	1
673	AVE2M	1161-CA-MBC13-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	348373	7661774	Sentier Mare à Boue CMA	16/08/2016	09/09/2016	24	20,5	0
674	AVE2M	1162-CA-MBC14-2016-2017-HIVER	HIVER	2016-2017	CAGE	CMA	347932	7661950	Sentier Mare à Boue CMA	16/08/2016	09/09/2016	24	17	1
675	AVE2M	1163-CA-BPC1-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343614	7660602	la Mare à Montfleury CIL	17/08/2016	09/09/2016	23	17	0
676	AVE2M	1164-CA-BPC2-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343467	7660891	la Mare à Montfleury CIL	17/08/2016	09/09/2016	23	19,5	0
677	AVE2M	1165-CA-BPC3-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343257	7660908	la Mare à Montfleury CIL	17/08/2016	09/09/2016	23	18,5	0
678	AVE2M	1166-CA-SSC1-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343976,23	7662295,8	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	18,5	0
679	AVE2M	1167-CA-SSC2-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343973,84	7662800,85	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	19	0
680	AVE2M	1168-CA-SSC3-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343680,13	7663070,09	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	19	0
681	AVE2M	1169-CA-SSC4-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343214	7663276	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	18,5	0
682	AVE2M	1170-CA-SSC5-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	342917,42	7663413,15	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	17,5	0
683	AVE2M	1171-CA-SSC6-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343696	7662658	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	17	0
684	AVE2M	1172-CA-SSC7-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343383	7663155	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	18,5	0
685	AVE2M	1173-CA-SSC8-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	343206	7663213	Portion de route forêt de la Mare à Joseph CIL	17/08/2016	09/09/2016	23	17,5	0
686	AVE2M	1174-CVOLANTE-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	348250	7656062	Belvedère Bois Court GBA	17/08/2016	18/08/2016	1	0	0
687	AVE2M	1175-CA-BBC1-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341874	7660450	Kiosque Ravine Blanche CIL	22/08/2016	09/09/2016	18	17,5	1
688	AVE2M	1176-CA-BBC2-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	341826	7660378	Kiosque Ravine Blanche CIL	22/08/2016	09/09/2016	18	17	1
689	AVE2M	1177-CBEL-VOL-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	348250	7656062	Belvedère Bois Court GBA	22/08/2016	08/09/2016	17	12,5	0
690	LIFE	1181-CCDC01-2016-2017-ETE	ETE	2016-2017	CAGE	CDC	346680,058	7660827,12	Planeze CDC	11/01/2017	27/02/2017	47	15	0
691	LIFE	1181-CCDC01-2016-2017-HIVER	HIVER	2016-2017	CAGE	CDC	346680,058	7660827,12	Planeze CDC	23/08/2016	22/09/2016	30	15	0
692	LIFE	1182-CCDC02-2016-2017-ETE	ETE	2016-2017	CAGE	CDC	346680,058	7660827,12	Planeze CDC	11/01/2017	27/02/2017	47	15	0
693	LIFE	1182-CCDC02-2016-2017-HIVER	HIVER	2016-2017	CAGE	CDC	346680,058	7660827,12	Planeze CDC	23/08/2016	22/09/2016	30	15	0
694	AVE2M	1184-CA-PDBC1-2016-2017-HIVER	HIVER	2016-2017	CAGE	CIL	342568	7660656	la Mare à Montfleury CIL	23/08/2016	09/09/2016	17	16	1
695	AVE2M	1185-CVOL-2016-2017-HIVER	HIVER	2016-2017	CAGE	GBA	348250	7656062	Belvedère Bois Court GBA	24/08/2016	26/08/2016	2	2	0
696	LIFE	1196-CBDE04-2017-2018-ETE	ETE	2017-2018	CAGE	BDE	341111	7665376	Ravine BDE	09/11/2017	20/03/2018	131	45	0
697	LIFE	1196-CBDE04-2017-2018-HIVER	HIVER	2017-2018	CAGE	BDE	341111	7665376	Ravine BDE	12/07/2017	23/08/2017	42	15	0
698	LIFE	1196-CBDE04-2016-2017-ETE	ETE	2016-2017	CAGE	BDE	341111	7665376	Ravine BDE	07/11/2016	29/03/2017	142	17	0
699	LIFE	1196-CBDE04-2016-2017-HIVER	ETE	2016-2017	CAGE	BDE	341111	7665376	Ravine BDE	04/10/2016	05/10/2016	1	1	0
700	LIFE	1196-CBDE04-2018-2019-HIVER	HIVER	2018-2019	CAGE	BDE	341111	7665376	Ravine BDE	07/06/2018	17/10/2018	132	73	0
701	AVE2M	1202-CA-CMAL01-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343797	7655496	Sentier Mal au ventre DIM	02/11/2016	22/12/2016	50	24	0
702	AVE2M	1203-CA-CMAL02-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343781	7655447	Sentier Mal au ventre DIM	02/11/2016	12/12/2016	40	10,5	0
703	AVE2M	1204-CA-CMAL03-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343750	7655423	Sentier Mal au ventre DIM	02/11/2016	12/12/2016	40	10	0
704	AVE2M	1205-CA-CMAL04-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343739	7655377	Sentier Mal au ventre DIM	02/11/2016	12/12/2016	40	29,5	0
705	AVE2M	1206-CA-CMAL05-2016-2017-ETE	ETE	2016-2017	CAGE	DIM	343726	7655351	Sentier Mal au ventre DIM	02/11/2016	12/12/2016	40	24,5	1
706	AVE2M	1208-CA-BP01ETE-2016-2017-ETE	ETE	2016-2017	CAGE	MAK	337402	7655051	Bras Patates MAK	29/11/2016	15/12/2016	16	13,5	0
707	AVE2M	1209-CA-BP02ETE-2016-2017-ETE	ETE	2016-2017	CAGE	MAK	337367	7655564	Bras Patates MAK	29/11/2016	15/12/2016	16	14,5	0
708	AVE2M	1210-CA-BP04-2016-2017-ETE	ETE	2016-2017	CAGE	MAK	337575,809	7656064,81	Bras Patates MAK	29/11/2016	15/12/2016	16	14,5	1
709	AVE2M	1211-CA-BP05-2016-2017-ETE	ETE	2016-2017	CAGE	MAK	337652,062	7656292,53	Bras Patates MAK	29/11/2016	15/12/2016	16	14	0
710	AVE2M	1212-CA-BP06-2016-2017-ETE	ETE	2016-2017	CAGE	MAK	337745,969	7656415,02	Bras Patates MAK	29/11/2016	15/12/2016	16	14,5	0
711	AVE2M	1213-CAMBC1-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	350092	7660284	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	16,5	0
712	AVE2M	1214-CAMBC10-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	348752	7660707	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	17	0
713	AVE2M	1215-CAMBC11-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	348663	7660854	Sentier Mare à Boue CMA	02/11/2016	07/12/2016	35	14	0
714	AVE2M	1216-CAMBC12-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	348573	7660983	Sentier Mare à Boue CMA	02/11/2016	21/11/2016	19	9	0
715	AVE2M	1217-CAMBC13-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	348491	7661120	Sentier Mare à Boue CMA	02/11/2016	21/11/2016	19	9	0
716	AVE2M	1218-CAMBC14-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	348420	7661294	Sentier Mare à Boue CMA	02/11/2016	22/11/2016	20	9	0
717	AVE2M	1219-CAMBC2-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	349895	7660224	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	16,5	0
718	AVE2M	1220-CAMBC3-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	349723	7660208	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	17	0
719	AVE2M	1221-CAMBC4-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	349552	7660218	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	19	0
720	AVE2M	1222-CAMBC5-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	349387	7660256	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	16,5	0
721	AVE2M	1223-CAMBC6-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	349206	7660304	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	16	0
722	AVE2M	1224-CAMBC7-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	349045	7660365	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	17	1
723	AVE2M	1225-CAMBC8-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	348928	7660458	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	17	0
724	AVE2M	1226-CAMBC9-2016-2017-ETE	ETE	2016-2017	CAGE	CMA	348821	7660580	Sentier Mare à Boue CMA	02/11/2016	09/12/2016	37	20	0
725	AVE2M	1227-CAPTC1-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	350548,253	7659804,54	Sentier Piton Bleu GBA	02/11/2016	13/12/2016	41	26,5	0
726	AVE2M	1228-CAPTC10-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	349858	7658980	Sentier Piton Bleu GBA	02/11/2016	22/11/2016	20	9	0
727	AVE2M	1229-CAPTC11-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	349813	7658864	Sentier Piton Bleu GBA	02/11/2016	21/11/2016	19	8	0
728	AVE2M	1230-CAPTC13-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	349626	7658681	Sentier Piton Bleu GBA	03/11/2016	21/11/2016	18	6,5	0
729	AVE2M	1231-CAPTC14-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	349546	7658585	Sentier Piton Bleu GBA	03/11/2016	21/11/2016	18	4,5	0
730	AVE2M	1232-CAPTC15-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	349506	7658475	Sentier Piton Bleu GBA	03/11/2016	21/11/2016	18	5	0
731	AVE2M	1233-CAPTC16-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	349398	7658399	Sentier Piton Bleu GBA	03/11/2016	22/11/2016	19	8	0
732	AVE2M	1234-CAPTC17-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	349276	7658366	Sentier Piton Bleu GBA	03/11/2016	21/11/2016	18	7,5	0
733	AVE2M	1235-CAPTC2-2016-2017-ETE	ETE	2016-2017	CAGE	GBA	350446	7659770	Sentier Piton Bleu GBA	02/11/2016	13/12/2016	41	27	0
